HHID,ethnicity_hh
304012,Kinh and Hoa
304013,Kinh and Hoa
304014,Kinh and Hoa
304015,Kinh and Hoa
304016,Kinh and Hoa
304017,Kinh and Hoa
304018,Kinh and Hoa
304019,
304020,Kinh and Hoa
305001,Kinh and Hoa
305002,Kinh and Hoa
305003,Kinh and Hoa
305004,
305005,Kinh and Hoa
305006,Kinh and Hoa
305007,Kinh and Hoa
305008,Kinh and Hoa
305009,Kinh and Hoa
305010,Kinh and Hoa
305011,Kinh and Hoa
305012,Kinh and Hoa
305013,Kinh and Hoa
305014,Kinh and Hoa
305015,Kinh and Hoa
305016,Kinh and Hoa
305017,Kinh and Hoa
305018,Kinh and Hoa
305019,Kinh and Hoa
305020,
306001,Kinh and Hoa
306002,Kinh and Hoa
306003,Kinh and Hoa
306004,Kinh and Hoa
306005,Kinh and Hoa
306006,Kinh and Hoa
306007,Kinh and Hoa
306008,Kinh and Hoa
306009,Kinh and Hoa
306010,Kinh and Hoa
306011,Kinh and Hoa
306012,Kinh and Hoa
306013,
306014,Kinh and Hoa
306015,Kinh and Hoa
306016,Kinh and Hoa
306017,Kinh and Hoa
306018,Kinh and Hoa
306019,Kinh and Hoa
306020,Kinh and Hoa
307001,Kinh and Hoa
307002,Kinh and Hoa
307003,Kinh and Hoa
307004,Kinh and Hoa
307005,Kinh and Hoa
307006,Kinh and Hoa
307007,Kinh and Hoa
307008,Kinh and Hoa
307009,Kinh and Hoa
307010,Kinh and Hoa
307011,Kinh and Hoa
307012,Kinh and Hoa
307013,Kinh and Hoa
307014,Kinh and Hoa
307015,Kinh and Hoa
307016,Kinh and Hoa
307017,Kinh and Hoa
307018,Kinh and Hoa
307019,Kinh and Hoa
307020,Kinh and Hoa
308001,Kinh and Hoa
308002,Kinh and Hoa
308003,Kinh and Hoa
308004,Kinh and Hoa
308005,
308006,Kinh and Hoa
308007,Kinh and Hoa
308008,Kinh and Hoa
308009,Kinh and Hoa
308010,Kinh and Hoa
308011,Kinh and Hoa
308012,
308013,Kinh and Hoa
308014,Kinh and Hoa
308015,Kinh and Hoa
308016,Kinh and Hoa
308017,Kinh and Hoa
308018,Kinh and Hoa
308019,Kinh and Hoa
308020,Kinh and Hoa
309001,Kinh and Hoa
309002,Kinh and Hoa
309003,Kinh and Hoa
309004,Kinh and Hoa
309005,Kinh and Hoa
309006,Kinh and Hoa
309007,"Tay, Thai, Muong, Nung"
309008,Kinh and Hoa
309009,Kinh and Hoa
309010,Kinh and Hoa
309011,Kinh and Hoa
309012,Kinh and Hoa
309013,Kinh and Hoa
309014,Kinh and Hoa
309015,Kinh and Hoa
309016,Kinh and Hoa
309017,Kinh and Hoa
309018,Kinh and Hoa
309019,Kinh and Hoa
309020,Kinh and Hoa
310001,Kinh and Hoa
310002,Kinh and Hoa
310003,Kinh and Hoa
310004,Kinh and Hoa
310005,Kinh and Hoa
310006,Kinh and Hoa
310007,Kinh and Hoa
310008,Kinh and Hoa
310009,Kinh and Hoa
310010,Kinh and Hoa
310011,Kinh and Hoa
310012,Kinh and Hoa
310013,Kinh and Hoa
310014,Kinh and Hoa
310015,Kinh and Hoa
310016,Kinh and Hoa
310017,Kinh and Hoa
310018,Kinh and Hoa
310019,Kinh and Hoa
310020,Kinh and Hoa
311001,Kinh and Hoa
311002,Kinh and Hoa
311003,
311004,Kinh and Hoa
311005,Kinh and Hoa
311006,Kinh and Hoa
311007,Kinh and Hoa
311008,Kinh and Hoa
311009,Kinh and Hoa
311010,Kinh and Hoa
311011,Kinh and Hoa
311012,Kinh and Hoa
311013,Kinh and Hoa
311014,Kinh and Hoa
311015,Kinh and Hoa
311016,Kinh and Hoa
311017,Kinh and Hoa
311018,Kinh and Hoa
311019,Kinh and Hoa
311020,Kinh and Hoa
312001,Kinh and Hoa
312002,Kinh and Hoa
312003,Kinh and Hoa
312004,Kinh and Hoa
312005,Kinh and Hoa
312006,Kinh and Hoa
312007,Kinh and Hoa
312008,Kinh and Hoa
312009,"Tay, Thai, Muong, Nung"
312010,Kinh and Hoa
312011,Kinh and Hoa
312012,Kinh and Hoa
312013,Kinh and Hoa
312014,Kinh and Hoa
312015,Kinh and Hoa
312016,Kinh and Hoa
312017,Kinh and Hoa
312018,Kinh and Hoa
312019,Kinh and Hoa
312020,Kinh and Hoa
313001,Other/Missing
313002,Other/Missing
313003,Other/Missing
313004,Other/Missing
313005,Other/Missing
313006,Other/Missing
313007,Other/Missing
313008,Other/Missing
313009,Other/Missing
313010,Other/Missing
313011,Other/Missing
313012,Other/Missing
313013,Other/Missing
313014,Other/Missing
313015,Other/Missing
313016,Other/Missing
313017,Other/Missing
313018,
313019,
313020,
314001,Kinh and Hoa
314002,Kinh and Hoa
314003,Kinh and Hoa
314004,Kinh and Hoa
314005,Kinh and Hoa
314006,Kinh and Hoa
314007,Kinh and Hoa
314008,Kinh and Hoa
314009,Kinh and Hoa
314010,Kinh and Hoa
314011,Kinh and Hoa
314012,Kinh and Hoa
314013,Kinh and Hoa
314014,Kinh and Hoa
314015,Kinh and Hoa
314016,
314017,Kinh and Hoa
314018,Kinh and Hoa
314019,Kinh and Hoa
314020,Kinh and Hoa
315001,Kinh and Hoa
315002,Kinh and Hoa
315003,Kinh and Hoa
315004,Kinh and Hoa
315005,Kinh and Hoa
315006,Kinh and Hoa
315007,Kinh and Hoa
315008,Kinh and Hoa
315009,Kinh and Hoa
315010,Kinh and Hoa
315011,Kinh and Hoa
315012,Kinh and Hoa
315013,Kinh and Hoa
315014,Kinh and Hoa
315015,Kinh and Hoa
315016,Kinh and Hoa
315017,Kinh and Hoa
315018,Kinh and Hoa
315019,Kinh and Hoa
315020,Kinh and Hoa
316001,Other/Missing
316002,Other/Missing
316003,Other/Missing
316004,Other/Missing
316005,Other/Missing
316006,Other/Missing
316007,Other/Missing
316008,Other/Missing
316009,Other/Missing
316010,Other/Missing
316011,Other/Missing
316012,Other/Missing
316013,Kinh and Hoa
316014,Other/Missing
316015,Other/Missing
316016,Other/Missing
316017,Other/Missing
316018,Other/Missing
316019,Other/Missing
316020,Other/Missing
317001,Kinh and Hoa
317002,Kinh and Hoa
317003,Kinh and Hoa
317004,Kinh and Hoa
317005,Kinh and Hoa
317006,Kinh and Hoa
317007,Kinh and Hoa
317008,Kinh and Hoa
317009,Kinh and Hoa
317010,Kinh and Hoa
317011,Kinh and Hoa
317012,Kinh and Hoa
317013,Kinh and Hoa
317014,Kinh and Hoa
317015,
317016,Kinh and Hoa
317017,Kinh and Hoa
317018,Kinh and Hoa
317019,Kinh and Hoa
317020,Kinh and Hoa
318001,Kinh and Hoa
318002,Kinh and Hoa
318003,
318004,Kinh and Hoa
318005,Kinh and Hoa
318006,Kinh and Hoa
318007,Kinh and Hoa
318008,Kinh and Hoa
318009,Kinh and Hoa
318010,Kinh and Hoa
318011,Kinh and Hoa
318012,Kinh and Hoa
318013,Kinh and Hoa
318014,Kinh and Hoa
318015,Kinh and Hoa
318016,Kinh and Hoa
318017,Kinh and Hoa
318018,Kinh and Hoa
318019,Kinh and Hoa
318020,Kinh and Hoa
319001,Kinh and Hoa
319002,Kinh and Hoa
319003,Kinh and Hoa
319004,Kinh and Hoa
319005,Kinh and Hoa
319006,Kinh and Hoa
319007,Kinh and Hoa
319008,Kinh and Hoa
319009,
319010,Kinh and Hoa
319011,Kinh and Hoa
319012,Kinh and Hoa
319013,Kinh and Hoa
319014,Kinh and Hoa
319015,Kinh and Hoa
319016,Kinh and Hoa
319017,Kinh and Hoa
319018,Kinh and Hoa
319019,Kinh and Hoa
319020,Kinh and Hoa
320001,Kinh and Hoa
320002,Kinh and Hoa
320003,Kinh and Hoa
320004,Kinh and Hoa
320005,Kinh and Hoa
320006,Kinh and Hoa
320007,Kinh and Hoa
320008,Kinh and Hoa
320009,Kinh and Hoa
320010,Kinh and Hoa
320011,Kinh and Hoa
320012,Kinh and Hoa
320013,Kinh and Hoa
320014,Kinh and Hoa
320015,Kinh and Hoa
320016,Kinh and Hoa
320017,Kinh and Hoa
320018,Kinh and Hoa
320019,Kinh and Hoa
320020,Kinh and Hoa
321001,Other/Missing
321002,Other/Missing
321003,Other/Missing
321004,Other/Missing
321005,Other/Missing
321006,Other/Missing
321007,Other/Missing
321008,Other/Missing
321009,Other/Missing
321010,Other/Missing
321011,Other/Missing
321012,Other/Missing
321013,Other/Missing
321014,Other/Missing
321015,Other/Missing
321016,Other/Missing
321017,Other/Missing
321018,Other/Missing
321019,Other/Missing
321020,Other/Missing
322001,Kinh and Hoa
322002,Kinh and Hoa
322003,Kinh and Hoa
322004,Kinh and Hoa
322005,Kinh and Hoa
322006,Kinh and Hoa
322007,Kinh and Hoa
322008,Kinh and Hoa
322009,Kinh and Hoa
322010,Kinh and Hoa
322011,Kinh and Hoa
322012,Kinh and Hoa
322013,Kinh and Hoa
322014,Kinh and Hoa
322015,Kinh and Hoa
322016,Kinh and Hoa
322017,Kinh and Hoa
322018,Kinh and Hoa
322019,Kinh and Hoa
322020,
323001,Kinh and Hoa
323002,Kinh and Hoa
323003,Kinh and Hoa
323004,Kinh and Hoa
323005,Kinh and Hoa
323006,Kinh and Hoa
323007,Kinh and Hoa
323008,Kinh and Hoa
323009,Kinh and Hoa
323010,Kinh and Hoa
323011,Kinh and Hoa
323012,Kinh and Hoa
323013,Kinh and Hoa
323014,Kinh and Hoa
323015,Kinh and Hoa
323016,Kinh and Hoa
323017,Kinh and Hoa
323018,Kinh and Hoa
323019,Kinh and Hoa
323020,Kinh and Hoa
324001,Kinh and Hoa
324002,Kinh and Hoa
324003,Kinh and Hoa
324004,
324005,Kinh and Hoa
324006,Kinh and Hoa
324007,Kinh and Hoa
324008,Kinh and Hoa
324009,Kinh and Hoa
324010,Kinh and Hoa
324011,Kinh and Hoa
324012,Kinh and Hoa
324013,Kinh and Hoa
324014,Kinh and Hoa
324015,Kinh and Hoa
324016,Kinh and Hoa
324017,Kinh and Hoa
324018,Kinh and Hoa
324019,Kinh and Hoa
324020,Kinh and Hoa
325001,Kinh and Hoa
325002,Kinh and Hoa
325003,Kinh and Hoa
325004,Kinh and Hoa
325005,Kinh and Hoa
325006,Kinh and Hoa
325007,Kinh and Hoa
325008,Kinh and Hoa
325009,Kinh and Hoa
325010,Kinh and Hoa
325011,Kinh and Hoa
325012,Kinh and Hoa
325013,Kinh and Hoa
325014,Kinh and Hoa
325015,Kinh and Hoa
325016,Kinh and Hoa
325017,Kinh and Hoa
325018,Kinh and Hoa
325019,Kinh and Hoa
325020,Kinh and Hoa
326001,Kinh and Hoa
326002,Kinh and Hoa
326003,Kinh and Hoa
326004,Kinh and Hoa
326005,Kinh and Hoa
326006,Kinh and Hoa
326007,Kinh and Hoa
326008,Kinh and Hoa
326009,Kinh and Hoa
326010,Kinh and Hoa
326011,Kinh and Hoa
326012,Kinh and Hoa
326013,Kinh and Hoa
326014,Kinh and Hoa
326015,Kinh and Hoa
326016,Kinh and Hoa
326017,Kinh and Hoa
326018,Kinh and Hoa
326019,Kinh and Hoa
326020,Kinh and Hoa
327001,Other/Missing
327002,Other/Missing
327003,Other/Missing
327004,Other/Missing
327005,Other/Missing
327006,Other/Missing
327007,Other/Missing
327008,Other/Missing
327009,Other/Missing
327010,Other/Missing
327011,Other/Missing
327012,Other/Missing
327013,Other/Missing
327014,Other/Missing
327015,Other/Missing
327016,Other/Missing
327017,Other/Missing
327018,Other/Missing
327019,Other/Missing
327020,Other/Missing
328001,Kinh and Hoa
328002,Kinh and Hoa
328003,Kinh and Hoa
328004,Kinh and Hoa
328005,Kinh and Hoa
328006,Kinh and Hoa
328007,Kinh and Hoa
328008,Kinh and Hoa
328009,Kinh and Hoa
328010,Kinh and Hoa
328011,Kinh and Hoa
328012,Kinh and Hoa
328013,Kinh and Hoa
328014,Kinh and Hoa
328015,Kinh and Hoa
328016,Kinh and Hoa
328017,Kinh and Hoa
328018,Kinh and Hoa
328019,Kinh and Hoa
328020,Kinh and Hoa
329001,Kinh and Hoa
329002,Kinh and Hoa
329003,Kinh and Hoa
329004,Kinh and Hoa
329005,Kinh and Hoa
329006,Kinh and Hoa
329007,Kinh and Hoa
329008,Kinh and Hoa
329009,Kinh and Hoa
329010,Kinh and Hoa
329011,Kinh and Hoa
329012,Kinh and Hoa
329013,Kinh and Hoa
329014,
329015,Kinh and Hoa
329016,Kinh and Hoa
329017,Kinh and Hoa
329018,Kinh and Hoa
329019,Kinh and Hoa
329020,Kinh and Hoa
330001,Kinh and Hoa
330002,Kinh and Hoa
330003,Kinh and Hoa
330004,Kinh and Hoa
330005,Kinh and Hoa
330006,Kinh and Hoa
330007,Kinh and Hoa
330008,Kinh and Hoa
330009,Kinh and Hoa
330010,Kinh and Hoa
330011,Kinh and Hoa
330012,Kinh and Hoa
330013,Kinh and Hoa
330014,Kinh and Hoa
330015,Kinh and Hoa
330016,Kinh and Hoa
330017,Kinh and Hoa
330018,Kinh and Hoa
330019,Kinh and Hoa
330020,Kinh and Hoa
331001,Other/Missing
331002,Other/Missing
331003,Other/Missing
331004,Other/Missing
331005,Other/Missing
331006,Other/Missing
331007,Other/Missing
331008,Other/Missing
331009,Other/Missing
331010,Other/Missing
331011,Other/Missing
331012,Other/Missing
331013,Other/Missing
331014,Other/Missing
331015,Other/Missing
331016,Other/Missing
331017,Other/Missing
331018,Other/Missing
331019,Other/Missing
331020,Other/Missing
332001,Kinh and Hoa
332002,Kinh and Hoa
332003,Kinh and Hoa
332004,Kinh and Hoa
332005,Kinh and Hoa
332006,Kinh and Hoa
332007,Kinh and Hoa
332008,Kinh and Hoa
332009,Kinh and Hoa
332010,Kinh and Hoa
332011,Kinh and Hoa
332012,Kinh and Hoa
332013,Kinh and Hoa
332014,Kinh and Hoa
332015,Kinh and Hoa
332016,Kinh and Hoa
332017,Kinh and Hoa
332018,Kinh and Hoa
332019,Kinh and Hoa
332020,Kinh and Hoa
333001,Kinh and Hoa
333002,Kinh and Hoa
333003,Kinh and Hoa
333004,Kinh and Hoa
333005,Kinh and Hoa
333006,Kinh and Hoa
333007,Kinh and Hoa
333008,Kinh and Hoa
333009,Kinh and Hoa
333010,Kinh and Hoa
333011,Kinh and Hoa
333012,Kinh and Hoa
333013,Kinh and Hoa
333014,Kinh and Hoa
333015,Kinh and Hoa
333016,Kinh and Hoa
333017,Kinh and Hoa
333018,Kinh and Hoa
333019,Kinh and Hoa
333020,Kinh and Hoa
334001,Other/Missing
334002,Other/Missing
334003,Other/Missing
334004,Other/Missing
334005,Other/Missing
334006,Other/Missing
334007,Other/Missing
334008,Other/Missing
334009,Other/Missing
334010,Other/Missing
334011,Other/Missing
334012,Other/Missing
334013,Kinh and Hoa
334014,Other/Missing
334015,Other/Missing
334016,Other/Missing
334017,Other/Missing
334018,Other/Missing
334019,Other/Missing
334020,Other/Missing
335001,Kinh and Hoa
335002,Kinh and Hoa
335003,Kinh and Hoa
335004,Kinh and Hoa
335005,Kinh and Hoa
335006,Kinh and Hoa
335007,Kinh and Hoa
335008,Kinh and Hoa
335009,Kinh and Hoa
335010,Kinh and Hoa
335011,Kinh and Hoa
335012,Kinh and Hoa
335013,Kinh and Hoa
335014,Kinh and Hoa
335015,Kinh and Hoa
335016,Kinh and Hoa
335017,Kinh and Hoa
335018,Kinh and Hoa
335019,Kinh and Hoa
335020,Kinh and Hoa
336001,Other/Missing
336002,Kinh and Hoa
336003,Other/Missing
336004,Other/Missing
336005,Other/Missing
336006,Other/Missing
336007,Other/Missing
336008,Other/Missing
336009,Kinh and Hoa
336010,Kinh and Hoa
336011,Other/Missing
336012,Other/Missing
336013,Other/Missing
336014,Other/Missing
336015,Other/Missing
336016,Other/Missing
336017,Other/Missing
336018,Other/Missing
336019,Kinh and Hoa
336020,Other/Missing
337001,Kinh and Hoa
337002,Kinh and Hoa
337003,Kinh and Hoa
337004,Kinh and Hoa
337005,Kinh and Hoa
337006,Kinh and Hoa
337007,Kinh and Hoa
337008,Kinh and Hoa
337009,Kinh and Hoa
337010,Kinh and Hoa
337011,Kinh and Hoa
337012,Kinh and Hoa
337013,Kinh and Hoa
337014,Kinh and Hoa
337015,Kinh and Hoa
337016,Kinh and Hoa
337017,Kinh and Hoa
337018,Kinh and Hoa
337019,Kinh and Hoa
337020,Kinh and Hoa
338001,Other/Missing
338002,Other/Missing
338003,Other/Missing
338004,Other/Missing
338005,Other/Missing
338006,Other/Missing
338007,Other/Missing
338008,Kinh and Hoa
338009,Other/Missing
338010,Other/Missing
338011,Other/Missing
338012,Other/Missing
338013,Other/Missing
338014,Other/Missing
338015,Other/Missing
338016,Other/Missing
338017,Other/Missing
338018,Other/Missing
338019,Other/Missing
338020,Other/Missing
339001,
339002,Kinh and Hoa
339003,Kinh and Hoa
339004,Kinh and Hoa
339005,Kinh and Hoa
339006,Kinh and Hoa
339007,Kinh and Hoa
339008,Kinh and Hoa
339009,Kinh and Hoa
339010,Kinh and Hoa
339011,
339012,Kinh and Hoa
339013,Kinh and Hoa
339014,Kinh and Hoa
339015,Kinh and Hoa
339016,Kinh and Hoa
339017,Kinh and Hoa
339018,Kinh and Hoa
339019,Kinh and Hoa
339020,Kinh and Hoa
340001,Other/Missing
340002,Other/Missing
340003,Other/Missing
340004,Other/Missing
340005,Other/Missing
340006,Other/Missing
340007,Other/Missing
340008,Other/Missing
340009,Other/Missing
340010,Other/Missing
340011,Other/Missing
340012,Other/Missing
340013,Other/Missing
340014,Other/Missing
340015,Other/Missing
340016,
340017,Other/Missing
340018,Other/Missing
340019,Other/Missing
340020,Other/Missing
341001,Kinh and Hoa
341002,Kinh and Hoa
341003,Kinh and Hoa
341004,Kinh and Hoa
341005,Kinh and Hoa
341006,Kinh and Hoa
341007,Kinh and Hoa
341008,Kinh and Hoa
341009,Kinh and Hoa
341010,Kinh and Hoa
341011,Kinh and Hoa
341012,Kinh and Hoa
341013,Kinh and Hoa
341014,Kinh and Hoa
341015,Kinh and Hoa
341016,Kinh and Hoa
341017,Kinh and Hoa
341018,Kinh and Hoa
341019,Kinh and Hoa
341020,Kinh and Hoa
342001,Kinh and Hoa
342002,Kinh and Hoa
342003,Kinh and Hoa
342004,Kinh and Hoa
342005,Kinh and Hoa
342006,Kinh and Hoa
342007,Kinh and Hoa
342008,Kinh and Hoa
342009,Kinh and Hoa
342010,Kinh and Hoa
342011,Kinh and Hoa
342012,Kinh and Hoa
342013,Kinh and Hoa
342014,Kinh and Hoa
342015,Kinh and Hoa
342016,Kinh and Hoa
342017,Kinh and Hoa
342018,Kinh and Hoa
342019,Kinh and Hoa
342020,Kinh and Hoa
343001,Kinh and Hoa
343002,Kinh and Hoa
343003,
343004,Kinh and Hoa
343005,Kinh and Hoa
343006,Kinh and Hoa
343007,Kinh and Hoa
343008,Kinh and Hoa
343009,Kinh and Hoa
343010,Kinh and Hoa
343011,Kinh and Hoa
343012,Kinh and Hoa
343013,Kinh and Hoa
343014,Kinh and Hoa
343015,Kinh and Hoa
343016,Kinh and Hoa
343017,Kinh and Hoa
343018,Kinh and Hoa
343019,Kinh and Hoa
343020,Kinh and Hoa
344001,Kinh and Hoa
344002,Kinh and Hoa
344003,Kinh and Hoa
344004,Kinh and Hoa
344005,Kinh and Hoa
344006,Kinh and Hoa
344007,Kinh and Hoa
344008,Kinh and Hoa
344009,Kinh and Hoa
344010,Kinh and Hoa
344011,Kinh and Hoa
344012,Kinh and Hoa
344013,Kinh and Hoa
344014,Kinh and Hoa
344015,Kinh and Hoa
344016,
344017,Kinh and Hoa
344018,Kinh and Hoa
344019,Kinh and Hoa
344020,Kinh and Hoa
345001,Kinh and Hoa
345002,Kinh and Hoa
345003,Kinh and Hoa
345004,Kinh and Hoa
345005,Kinh and Hoa
345006,Kinh and Hoa
345007,Kinh and Hoa
345008,Kinh and Hoa
345009,Kinh and Hoa
345010,Kinh and Hoa
345011,Kinh and Hoa
345012,Kinh and Hoa
345013,Kinh and Hoa
345014,Kinh and Hoa
345015,Kinh and Hoa
345016,Kinh and Hoa
345017,Kinh and Hoa
345018,Kinh and Hoa
345019,Kinh and Hoa
345020,Kinh and Hoa
346001,Kinh and Hoa
346002,Kinh and Hoa
346003,Kinh and Hoa
346004,Kinh and Hoa
346005,Kinh and Hoa
346006,Kinh and Hoa
346007,Kinh and Hoa
346008,Kinh and Hoa
346009,
346010,Kinh and Hoa
346011,Kinh and Hoa
346012,Kinh and Hoa
346013,
346014,Kinh and Hoa
346015,Kinh and Hoa
346016,Kinh and Hoa
346017,Kinh and Hoa
346018,Kinh and Hoa
346019,Kinh and Hoa
346020,Kinh and Hoa
347001,Kinh and Hoa
347002,Kinh and Hoa
347003,Kinh and Hoa
347004,Kinh and Hoa
347005,Kinh and Hoa
347006,Kinh and Hoa
347007,Kinh and Hoa
347008,Kinh and Hoa
347009,Kinh and Hoa
347010,Kinh and Hoa
347011,Kinh and Hoa
347012,Kinh and Hoa
347013,Kinh and Hoa
347014,Kinh and Hoa
347015,Kinh and Hoa
347016,Kinh and Hoa
347017,Kinh and Hoa
347018,Kinh and Hoa
347019,Kinh and Hoa
347020,Kinh and Hoa
348001,Other/Missing
348002,Other/Missing
348003,Other/Missing
348004,
348005,Other/Missing
348006,Other/Missing
348007,Other/Missing
348008,Other/Missing
348009,Other/Missing
348010,Kinh and Hoa
348011,Other/Missing
348012,Other/Missing
348013,Other/Missing
348014,Other/Missing
348015,Other/Missing
348016,Other/Missing
348017,Other/Missing
348018,Other/Missing
348019,Other/Missing
348020,Other/Missing
349001,Kinh and Hoa
349002,Kinh and Hoa
349003,Kinh and Hoa
349004,Kinh and Hoa
349005,
349006,Kinh and Hoa
349007,Kinh and Hoa
349008,Kinh and Hoa
349009,Kinh and Hoa
349010,Kinh and Hoa
349011,Kinh and Hoa
349012,Kinh and Hoa
349013,Kinh and Hoa
349014,Kinh and Hoa
349015,Kinh and Hoa
349016,Kinh and Hoa
349017,Kinh and Hoa
349018,Kinh and Hoa
349019,Kinh and Hoa
349020,
350001,Kinh and Hoa
350002,Kinh and Hoa
350003,Kinh and Hoa
350004,Kinh and Hoa
350005,Kinh and Hoa
350006,Kinh and Hoa
350007,Kinh and Hoa
350008,Kinh and Hoa
350009,Kinh and Hoa
350010,Kinh and Hoa
350011,Kinh and Hoa
350012,Kinh and Hoa
350013,Kinh and Hoa
350014,Kinh and Hoa
350015,Kinh and Hoa
350016,Kinh and Hoa
350017,Kinh and Hoa
350018,Kinh and Hoa
350019,Kinh and Hoa
350020,Kinh and Hoa
351001,Kinh and Hoa
351002,Kinh and Hoa
351003,Kinh and Hoa
351004,Kinh and Hoa
351005,Kinh and Hoa
351006,Kinh and Hoa
351007,Kinh and Hoa
351008,Kinh and Hoa
351009,Kinh and Hoa
351010,Kinh and Hoa
351011,Kinh and Hoa
351012,Other/Missing
351013,Kinh and Hoa
351014,Kinh and Hoa
351015,Kinh and Hoa
351016,"Tay, Thai, Muong, Nung"
351017,Kinh and Hoa
351018,Kinh and Hoa
351019,Kinh and Hoa
351020,Kinh and Hoa
352001,Kinh and Hoa
352002,Kinh and Hoa
352003,Kinh and Hoa
352004,Kinh and Hoa
352005,Kinh and Hoa
352006,Kinh and Hoa
352007,Kinh and Hoa
352008,Kinh and Hoa
352009,Kinh and Hoa
352010,Kinh and Hoa
352011,Kinh and Hoa
352012,Kinh and Hoa
352013,Kinh and Hoa
352014,Kinh and Hoa
352015,Kinh and Hoa
352016,Kinh and Hoa
352017,Kinh and Hoa
352018,Kinh and Hoa
352019,Kinh and Hoa
352020,Kinh and Hoa
353001,Kinh and Hoa
353002,Kinh and Hoa
353003,Kinh and Hoa
353004,Kinh and Hoa
353005,Kinh and Hoa
353006,Kinh and Hoa
353007,Kinh and Hoa
353008,Kinh and Hoa
353009,Kinh and Hoa
353010,Kinh and Hoa
353011,Kinh and Hoa
353012,Kinh and Hoa
353013,Kinh and Hoa
353014,Kinh and Hoa
353015,Kinh and Hoa
353016,Kinh and Hoa
353017,Kinh and Hoa
353018,Kinh and Hoa
353019,Kinh and Hoa
353020,Kinh and Hoa
354001,Kinh and Hoa
354002,Other/Missing
354003,Kinh and Hoa
354004,Kinh and Hoa
354005,Kinh and Hoa
354006,Other/Missing
354007,Kinh and Hoa
354008,Kinh and Hoa
354009,Other/Missing
354010,Other/Missing
354011,Other/Missing
354012,Other/Missing
354013,Kinh and Hoa
354014,Other/Missing
354015,Other/Missing
354016,Other/Missing
354017,Other/Missing
354018,Other/Missing
354019,Kinh and Hoa
354020,"Tay, Thai, Muong, Nung"
355001,Other/Missing
355002,Other/Missing
355003,Other/Missing
355004,Other/Missing
355005,Other/Missing
355006,Other/Missing
355007,Other/Missing
355008,Other/Missing
355009,Other/Missing
355010,Other/Missing
355011,Other/Missing
355012,Other/Missing
355013,Other/Missing
355014,Other/Missing
355015,
355016,Other/Missing
355017,Other/Missing
355018,Other/Missing
355019,Other/Missing
355020,Other/Missing
356001,Kinh and Hoa
356002,Other/Missing
356003,Other/Missing
356004,Other/Missing
356005,Other/Missing
356006,Other/Missing
356007,Other/Missing
356008,Other/Missing
356009,Other/Missing
356010,Other/Missing
356011,Other/Missing
356012,Other/Missing
356013,Other/Missing
356014,Other/Missing
356015,Other/Missing
356016,Other/Missing
356017,Other/Missing
356018,Other/Missing
356019,Other/Missing
356020,Kinh and Hoa
357001,Kinh and Hoa
357002,Kinh and Hoa
357003,Kinh and Hoa
357004,Kinh and Hoa
357005,Kinh and Hoa
357006,Kinh and Hoa
357007,Kinh and Hoa
357008,Kinh and Hoa
357009,Kinh and Hoa
357010,Kinh and Hoa
357011,Kinh and Hoa
357012,Kinh and Hoa
357013,Kinh and Hoa
357014,Kinh and Hoa
357015,Kinh and Hoa
357016,Kinh and Hoa
357017,Kinh and Hoa
357018,Kinh and Hoa
357019,Kinh and Hoa
357020,Kinh and Hoa
358001,Other/Missing
358002,Other/Missing
358003,Other/Missing
358004,Other/Missing
358005,Other/Missing
358006,Other/Missing
358007,Other/Missing
358008,Other/Missing
358009,Other/Missing
358010,Other/Missing
358011,Other/Missing
358012,Other/Missing
358013,Other/Missing
358014,Other/Missing
358015,Other/Missing
358016,Other/Missing
358017,Other/Missing
358018,Other/Missing
358019,Other/Missing
358020,Other/Missing
359001,Kinh and Hoa
359002,Kinh and Hoa
359003,Kinh and Hoa
359004,Kinh and Hoa
359005,Kinh and Hoa
359006,Kinh and Hoa
359007,Kinh and Hoa
359008,Kinh and Hoa
359009,Kinh and Hoa
359010,Kinh and Hoa
359011,Kinh and Hoa
359012,Kinh and Hoa
359013,Kinh and Hoa
359014,Kinh and Hoa
359015,Kinh and Hoa
359016,Kinh and Hoa
359017,Kinh and Hoa
359018,Kinh and Hoa
359019,Kinh and Hoa
359020,Kinh and Hoa
360001,Kinh and Hoa
360002,Kinh and Hoa
360003,Kinh and Hoa
360004,Kinh and Hoa
360005,Kinh and Hoa
360006,Kinh and Hoa
360007,Kinh and Hoa
360008,Kinh and Hoa
360009,Kinh and Hoa
360010,Kinh and Hoa
360011,Kinh and Hoa
360012,Kinh and Hoa
360013,Kinh and Hoa
360014,Kinh and Hoa
360015,Kinh and Hoa
360016,Kinh and Hoa
360017,Kinh and Hoa
360018,Kinh and Hoa
360019,Kinh and Hoa
360020,Kinh and Hoa
361001,Kinh and Hoa
361002,Kinh and Hoa
361003,Kinh and Hoa
361004,Kinh and Hoa
361005,Kinh and Hoa
361006,Kinh and Hoa
361007,Kinh and Hoa
361008,Kinh and Hoa
361009,Kinh and Hoa
361010,Kinh and Hoa
361011,Kinh and Hoa
361012,Kinh and Hoa
361013,Kinh and Hoa
361014,Kinh and Hoa
361015,Kinh and Hoa
361016,Kinh and Hoa
361017,Kinh and Hoa
361018,Kinh and Hoa
361019,Kinh and Hoa
361020,Kinh and Hoa
362001,Other/Missing
362002,Other/Missing
362003,Other/Missing
