HHID,HHAGE,HHSEX
332005,34.0,Male
332006,60.0,Female
332007,37.0,Male
332008,37.0,Female
332009,35.0,Male
332010,67.0,Male
332011,83.0,Female
332012,35.0,Male
332013,68.0,Male
332014,42.0,Male
332015,31.0,Male
332016,36.0,Female
332017,77.0,Male
332018,63.0,Female
332019,57.0,Male
332020,66.0,Female
333001,63.0,Male
333002,80.0,Male
333003,44.0,Male
333004,45.0,Male
333005,44.0,Male
333006,42.0,Male
333007,47.0,Male
333008,80.0,Female
333009,44.0,Male
333010,32.0,Male
333011,45.0,Male
333012,65.0,Female
333013,30.0,Male
333014,45.0,Female
333015,52.0,Male
333016,65.0,Male
333017,30.0,Male
333018,57.0,Female
333019,48.0,Male
333020,30.0,Male
334001,31.0,Male
334002,55.0,Female
334003,45.0,Male
334004,61.0,Male
334005,55.0,Male
334006,40.0,Male
334007,70.0,Male
334008,84.0,Female
334009,72.0,Male
334010,59.0,Male
334011,31.0,Male
334012,35.0,Female
334013,51.0,Female
334014,68.0,Female
334015,41.0,Male
334016,72.0,Female
334017,42.0,Male
334018,67.0,Male
334019,37.0,Male
334020,31.0,Male
335001,64.0,Female
335002,54.0,Male
335003,55.0,Male
335004,49.0,Male
335005,53.0,Male
335006,32.0,Male
335007,70.0,Male
335008,56.0,Male
335009,80.0,Female
335010,72.0,Male
335011,31.0,Female
335012,70.0,Male
335013,45.0,Male
335014,45.0,Male
335015,45.0,Male
335016,63.0,Male
335017,56.0,Male
335018,67.0,Male
335019,68.0,Female
335020,61.0,Male
336001,39.0,Male
336002,60.0,Male
336003,42.0,Male
336004,68.0,Male
336005,22.0,Male
336006,34.0,Male
336007,36.0,Male
336008,25.0,Male
336009,53.0,Male
336010,36.0,Male
336011,90.0,Female
336012,52.0,Male
336013,51.0,Male
336014,45.0,Male
336015,38.0,Male
336016,57.0,Male
336017,75.0,Female
336018,31.0,Male
336019,23.0,Male
336020,31.0,Male
337001,51.0,Male
337002,50.0,Male
337003,91.0,Female
337004,82.0,Female
337005,87.0,Male
337006,51.0,Male
337007,47.0,Female
337008,41.0,Male
337009,64.0,Male
337010,59.0,Male
337011,72.0,Female
337012,34.0,Male
337013,59.0,Male
337014,51.0,Male
337015,48.0,Female
337016,54.0,Male
337017,67.0,Female
337018,83.0,Female
337019,31.0,Male
337020,54.0,Female
338001,73.0,Male
338002,40.0,Male
338003,39.0,Female
338004,49.0,Male
338005,57.0,Male
338006,40.0,Male
338007,37.0,Male
338008,50.0,Male
338009,32.0,Male
338010,41.0,Male
338011,34.0,Male
338012,44.0,Male
338013,46.0,Male
338014,38.0,Male
338015,67.0,Male
338016,33.0,Male
338017,59.0,Male
338018,44.0,Male
338019,40.0,Male
338020,28.0,Male
339002,90.0,Female
339003,44.0,Female
339004,48.0,Male
339005,49.0,Male
339006,63.0,Female
339007,45.0,Male
339008,29.0,Male
339009,56.0,Male
339010,32.0,Male
339012,32.0,Male
339013,73.0,Male
339014,37.0,Male
339015,80.0,Female
339016,66.0,Male
339017,38.0,Female
339018,52.0,Male
339019,45.0,Male
339020,36.0,Male
340001,39.0,Male
340002,43.0,Male
340003,37.0,Female
340004,46.0,Male
340005,30.0,Male
340006,35.0,Male
340007,26.0,Male
340008,30.0,Male
340009,35.0,Male
340010,30.0,Male
340011,68.0,Male
340012,67.0,Female
340013,48.0,Male
340014,44.0,Male
340015,63.0,Female
340017,46.0,Male
340018,41.0,Male
340019,35.0,Male
340020,34.0,Male
341001,56.0,Female
341002,57.0,Male
341003,32.0,Female
341004,74.0,Male
341005,83.0,Female
341006,38.0,Male
341007,50.0,Male
341008,81.0,Male
341009,58.0,Male
341010,44.0,Female
341011,64.0,Male
341012,44.0,Female
341013,64.0,Male
341014,73.0,Male
341015,47.0,Female
341016,80.0,Female
341017,52.0,Male
341018,74.0,Male
341019,37.0,Male
341020,29.0,Female
342001,77.0,Female
342002,50.0,Male
342003,55.0,Female
342004,63.0,Male
342005,88.0,Female
342006,76.0,Female
342007,75.0,Male
342008,57.0,Male
342009,34.0,Male
342010,79.0,Male
342011,59.0,Male
342012,72.0,Male
342013,47.0,Female
342014,44.0,Male
342015,52.0,Male
342016,54.0,Female
342017,44.0,Male
342018,69.0,Male
342019,35.0,Male
342020,40.0,Female
343001,49.0,Male
343002,48.0,Female
343004,47.0,Male
343005,67.0,Male
343006,32.0,Male
343007,47.0,Male
343008,70.0,Female
343009,41.0,Female
343010,83.0,Male
343011,38.0,Male
343012,47.0,Male
343013,44.0,Female
343014,50.0,Male
343015,71.0,Male
343016,83.0,Male
343017,42.0,Male
343018,48.0,Male
343019,64.0,Male
343020,57.0,Female
344001,69.0,Female
344002,46.0,Male
344003,46.0,Male
344004,64.0,Male
344005,50.0,Male
344006,38.0,Male
344007,32.0,Male
344008,47.0,Male
344009,47.0,Male
344010,42.0,Male
344011,63.0,Female
344012,50.0,Male
344013,42.0,Male
344014,89.0,Male
344015,50.0,Male
344017,66.0,Female
344018,60.0,Male
344019,42.0,Male
344020,89.0,Male
345001,39.0,Male
345002,52.0,Male
345003,56.0,Female
345004,52.0,Male
345005,24.0,Male
345006,47.0,Male
345007,78.0,Male
345008,66.0,Male
345009,52.0,Male
345010,42.0,Female
345011,51.0,Male
345012,52.0,Male
345013,67.0,Female
345014,63.0,Male
345015,50.0,Female
345016,33.0,Male
345017,67.0,Male
345018,51.0,Female
345019,55.0,Female
345020,48.0,Male
346001,41.0,Male
346002,72.0,Female
346003,63.0,Male
346004,68.0,Male
346005,57.0,Male
346006,72.0,Female
346007,62.0,Male
346008,57.0,Male
346010,37.0,Female
346011,71.0,Female
346012,56.0,Female
346014,59.0,Male
346015,50.0,Male
346016,66.0,Male
346017,66.0,Male
346018,58.0,Female
346019,64.0,Male
346020,34.0,Male
347001,41.0,Male
347002,46.0,Male
347003,50.0,Male
347004,48.0,Female
347005,48.0,Male
347006,44.0,Male
347007,78.0,Female
347008,61.0,Male
347009,45.0,Male
347010,69.0,Male
347011,42.0,Male
347012,36.0,Male
347013,40.0,Male
347014,42.0,Male
347015,53.0,Female
347016,30.0,Male
347017,43.0,Male
347018,64.0,Male
347019,59.0,Female
347020,60.0,Female
348001,46.0,Female
348002,66.0,Male
348003,40.0,Female
348005,32.0,Male
348006,59.0,Male
348007,60.0,Female
348008,40.0,Male
348009,34.0,Male
348010,64.0,Male
348011,35.0,Male
348012,51.0,Male
348013,60.0,Female
348014,40.0,Male
348015,44.0,Male
348016,36.0,Female
348017,68.0,Male
348018,42.0,Male
348019,30.0,Male
348020,55.0,Female
349001,46.0,Male
349002,65.0,Female
349003,45.0,Male
349004,65.0,Male
349006,53.0,Male
349007,41.0,Male
349008,50.0,Female
349009,48.0,Male
349010,45.0,Male
349011,85.0,Female
349012,48.0,Male
349013,52.0,Male
349014,40.0,Male
349015,68.0,Female
349016,80.0,Male
349017,63.0,Male
349018,69.0,Male
349019,35.0,Female
350001,72.0,Male
350002,70.0,Female
350003,71.0,Female
350004,61.0,Male
350005,71.0,Male
350006,65.0,Male
350007,59.0,Female
350008,93.0,Male
350009,54.0,Male
350010,58.0,Male
350011,51.0,Male
350012,50.0,Male
350013,58.0,Female
350014,39.0,Male
350015,45.0,Male
350016,85.0,Male
350017,75.0,Male
350018,61.0,Male
350019,51.0,Male
350020,59.0,Female
351001,66.0,Male
351002,61.0,Male
351003,54.0,Male
351004,53.0,Male
351005,95+,Female
351006,54.0,Male
351007,35.0,Female
351008,58.0,Male
351009,49.0,Male
351010,58.0,Male
351011,33.0,Female
351012,44.0,Male
351013,60.0,Male
351014,51.0,Male
351015,59.0,Male
351016,45.0,Male
351017,77.0,Female
351018,66.0,Male
351019,44.0,Male
351020,58.0,Female
352001,69.0,Male
352002,48.0,Female
352003,54.0,Female
352004,45.0,Male
352005,68.0,Female
352006,65.0,Male
352007,66.0,Male
352008,85.0,Male
352009,39.0,Female
352010,82.0,Male
352011,51.0,Male
352012,68.0,Female
352013,60.0,Male
352014,33.0,Male
352015,45.0,Male
352016,40.0,Male
352017,52.0,Male
352018,40.0,Male
352019,35.0,Male
352020,45.0,Male
353001,50.0,Male
353002,57.0,Female
353003,47.0,Female
353004,73.0,Male
353005,62.0,Female
353006,71.0,Male
353007,44.0,Male
353008,55.0,Female
353009,77.0,Female
353010,56.0,Male
353011,54.0,Female
353012,70.0,Female
353013,69.0,Male
353014,52.0,Male
353015,39.0,Male
353016,69.0,Male
353017,73.0,Female
353018,37.0,Male
353019,45.0,Male
353020,40.0,Male
354001,62.0,Male
354002,61.0,Female
354003,88.0,Male
354004,56.0,Male
354005,71.0,Male
354006,48.0,Female
354007,33.0,Male
354008,48.0,Female
354009,37.0,Male
354010,78.0,Female
354011,51.0,Male
354012,28.0,Male
354013,67.0,Male
354014,65.0,Male
354015,61.0,Male
354016,62.0,Female
354017,64.0,Male
354018,38.0,Male
354019,47.0,Male
354020,34.0,Male
355001,52.0,Male
355002,37.0,Male
355003,52.0,Female
355004,53.0,Male
355005,63.0,Female
355006,44.0,Male
355007,59.0,Male
355008,63.0,Female
355009,49.0,Male
355010,62.0,Male
355011,38.0,Male
355012,44.0,Male
355013,42.0,Female
355014,42.0,Female
355016,68.0,Male
355017,41.0,Male
355018,40.0,Male
355019,39.0,Male
355020,33.0,Male
356001,72.0,Female
356002,41.0,Male
356003,43.0,Male
356004,35.0,Male
356005,63.0,Female
356006,50.0,Female
356007,38.0,Male
356008,57.0,Female
356009,57.0,Female
356010,68.0,Female
356011,56.0,Male
356012,55.0,Male
356013,45.0,Male
356014,34.0,Female
356015,65.0,Female
356016,33.0,Female
356017,48.0,Female
356018,41.0,Male
356019,34.0,Female
356020,48.0,Male
357001,58.0,Male
357002,51.0,Male
357003,30.0,Male
357004,53.0,Male
357005,19.0,Female
357006,51.0,Male
357007,61.0,Male
357008,53.0,Male
357009,38.0,Male
357010,34.0,Male
357011,36.0,Female
357012,91.0,Male
357013,62.0,Female
357014,44.0,Male
357015,35.0,Male
357016,86.0,Female
357017,60.0,Female
357018,44.0,Male
357019,55.0,Male
357020,45.0,Male
358001,47.0,Male
358002,66.0,Male
358003,54.0,Male
358004,57.0,Male
358005,48.0,Male
358006,48.0,Female
358007,36.0,Male
358008,26.0,Female
358009,58.0,Male
358010,60.0,Female
358011,37.0,Female
358012,73.0,Male
358013,43.0,Male
358014,54.0,Male
358015,30.0,Female
358016,61.0,Female
358017,53.0,Female
358018,62.0,Female
358019,32.0,Male
358020,27.0,Male
359001,90.0,Female
359002,82.0,Male
359003,45.0,Male
359004,46.0,Female
359005,54.0,Male
359006,42.0,Female
359007,30.0,Female
359008,91.0,Female
359009,50.0,Male
359010,77.0,Female
359011,54.0,Female
359012,49.0,Male
359013,61.0,Female
359014,50.0,Male
359015,49.0,Male
359016,34.0,Female
359017,35.0,Female
359018,47.0,Female
359019,42.0,Male
359020,52.0,Male
360001,62.0,Male
360002,45.0,Male
360003,46.0,Female
360004,53.0,Female
360005,52.0,Female
360006,56.0,Male
360007,44.0,Male
360008,56.0,Male
360009,52.0,Male
360010,63.0,Male
360011,42.0,Male
360012,50.0,Female
360013,35.0,Male
360014,61.0,Male
360015,36.0,Male
360016,81.0,Female
360017,47.0,Male
360018,36.0,Male
360019,61.0,Female
360020,75.0,Female
361001,29.0,Male
361002,36.0,Male
361003,64.0,Male
361004,54.0,Female
361005,58.0,Male
361006,48.0,Male
361007,51.0,Male
361008,84.0,Female
361009,65.0,Female
361010,43.0,Male
361011,47.0,Male
361012,45.0,Male
361013,50.0,Male
361014,57.0,Male
361015,37.0,Male
361016,43.0,Male
361017,67.0,Male
361018,69.0,Male
361019,52.0,Female
361020,25.0,Male
362001,45.0,Female
362002,49.0,Male
362003,60.0,Female
362004,43.0,Male
362005,57.0,Male
362006,56.0,Male
362007,48.0,Female
362008,27.0,Male
362009,57.0,Male
362010,59.0,Female
362012,54.0,Female
362013,58.0,Male
362014,56.0,Male
362015,44.0,Male
362016,61.0,Male
362017,57.0,Male
362018,72.0,Female
362019,50.0,Male
362020,28.0,Male
363001,84.0,Male
363002,50.0,Male
363003,47.0,Male
363004,59.0,Female
363005,48.0,Male
363006,67.0,Female
363007,63.0,Male
363008,38.0,Female
363009,73.0,Male
363010,30.0,Male
363011,51.0,Female
363012,51.0,Male
363013,37.0,Male
363014,65.0,Male
363015,45.0,Male
363016,58.0,Male
363017,67.0,Male
363018,54.0,Male
363019,72.0,Male
363020,45.0,Male
364001,80.0,Male
364002,45.0,Female
364003,50.0,Male
364004,31.0,Male
364005,47.0,Male
364006,56.0,Male
364007,62.0,Female
364008,43.0,Male
364009,38.0,Male
364010,61.0,Female
364011,42.0,Male
364012,38.0,Male
364013,54.0,Female
364014,49.0,Male
364015,46.0,Female
364016,47.0,Male
364017,51.0,Male
364018,46.0,Female
364019,66.0,Male
364020,45.0,Female
365001,37.0,Female
365002,32.0,Female
365003,40.0,Female
365004,35.0,Female
365005,55.0,Male
365006,38.0,Female
365007,35.0,Female
365008,58.0,Female
365009,58.0,Male
365010,57.0,Female
365011,62.0,Male
365012,51.0,Female
365013,37.0,Male
365014,29.0,Male
365015,48.0,Male
365016,38.0,Male
365017,59.0,Female
365018,46.0,Female
365019,48.0,Female
365020,36.0,Male
366001,66.0,Male
366002,40.0,Male
366003,51.0,Male
366004,45.0,Male
366005,44.0,Male
366006,52.0,Female
366007,43.0,Male
366008,34.0,Male
366009,47.0,Male
366010,44.0,Female
366011,36.0,Female
366012,31.0,Male
366013,31.0,Male
366014,32.0,Male
366015,40.0,Female
366016,35.0,Male
366017,34.0,Male
366018,33.0,Male
366019,26.0,Male
366020,29.0,Male
367001,28.0,Male
367002,26.0,Male
367003,47.0,Male
367004,54.0,Male
367005,44.0,Male
367006,43.0,Male
367007,52.0,Male
367008,46.0,Male
367009,40.0,Male
367010,53.0,Male
367011,41.0,Male
367012,60.0,Male
367013,46.0,Male
367014,69.0,Female
367015,36.0,Female
367016,33.0,Male
367017,66.0,Female
367018,23.0,Male
367019,39.0,Male
367020,40.0,Male
368001,51.0,Male
368002,57.0,Male
368003,86.0,Female
368004,44.0,Female
368005,57.0,Male
368006,49.0,Male
368007,34.0,Male
368008,35.0,Male
368009,31.0,Male
368010,34.0,Male
368011,33.0,Male
368012,69.0,Male
368013,41.0,Male
368014,53.0,Male
368015,51.0,Male
368016,28.0,Male
368017,62.0,Male
368018,61.0,Male
368019,45.0,Female
368020,79.0,Female
369001,42.0,Male
369002,67.0,Female
369003,41.0,Male
369004,22.0,Male
369005,54.0,Male
369006,30.0,Female
369007,62.0,Male
369008,79.0,Male
369009,29.0,Male
369010,28.0,Male
369011,51.0,Male
369012,29.0,Male
369013,48.0,Female
369014,56.0,Male
369015,40.0,Female
369016,26.0,Male
369017,35.0,Male
369018,39.0,Male
369019,32.0,Male
369020,64.0,Male
370001,25.0,Male
370002,36.0,Male
370003,52.0,Male
370004,70.0,Male
370005,22.0,Female
370006,37.0,Male
370007,78.0,Male
370008,32.0,Male
370009,72.0,Female
370010,46.0,Male
370011,43.0,Male
370012,70.0,Female
370013,51.0,Male
370014,57.0,Female
370015,50.0,Male
370016,47.0,Male
370017,34.0,Male
370018,34.0,Male
370019,38.0,Female
370020,24.0,Male
371001,27.0,Female
371002,60.0,Male
371003,37.0,Female
371005,75.0,Male
371006,50.0,Male
371008,39.0,Male
371009,68.0,Male
371010,45.0,Male
371011,48.0,Male
371012,65.0,Female
371013,54.0,Male
371014,50.0,Male
371015,64.0,Male
371016,27.0,Female
371017,86.0,Male
371018,52.0,Male
371019,32.0,Male
371020,71.0,Female
372001,56.0,Male
372002,67.0,Male
372003,39.0,Male
372004,80.0,Male
372005,54.0,Male
372006,24.0,Male
372007,37.0,Male
372008,58.0,Female
372009,39.0,Female
372010,73.0,Female
372011,50.0,Female
372012,35.0,Male
372013,60.0,Male
372014,44.0,Male
372015,63.0,Male
372016,48.0,Male
372018,63.0,Female
372019,46.0,Female
372020,61.0,Female
373001,52.0,Female
373002,53.0,Male
373003,44.0,Male
373004,41.0,Female
373005,60.0,Male
373006,38.0,Male
373007,54.0,Female
373008,47.0,Male
373009,25.0,Male
373010,54.0,Male
373011,53.0,Male
373012,41.0,Male
373013,59.0,Female
373014,58.0,Female
373015,38.0,Male
373016,39.0,Male
373017,47.0,Female
373018,32.0,Male
373019,64.0,Female
373020,29.0,Male
374001,74.0,Male
374002,27.0,Male
374003,32.0,Female
374004,38.0,Male
374005,86.0,Female
374006,80.0,Female
374007,43.0,Male
374008,54.0,Male
374009,42.0,Male
374010,38.0,Male
374011,47.0,Female
374012,54.0,Male
374013,26.0,Female
374014,46.0,Male
374015,52.0,Male
374016,50.0,Male
374017,44.0,Female
374019,64.0,Female
374020,31.0,Male
375001,36.0,Male
375002,33.0,Male
375003,65.0,Male
375004,45.0,Female
375005,37.0,Male
375006,36.0,Male
375007,40.0,Female
375008,60.0,Male
375009,82.0,Female
375010,45.0,Female
375011,55.0,Male
375012,57.0,Female
375013,56.0,Male
375014,29.0,Male
375015,43.0,Male
375016,28.0,Male
375017,77.0,Male
375018,37.0,Male
375019,24.0,Male
375020,34.0,Male
376001,70.0,Female
376002,67.0,Female
376003,72.0,Female
376004,55.0,Female
376005,64.0,Male
376006,52.0,Male
376007,47.0,Female
376009,61.0,Male
376010,55.0,Female
376011,57.0,Male
376012,40.0,Male
376013,56.0,Female
376014,27.0,Female
376015,29.0,Female
376016,27.0,Female
376017,79.0,Female
376018,54.0,Male
376019,22.0,Female
376020,27.0,Female
377001,40.0,Female
377002,55.0,Male
377003,41.0,Male
377004,75.0,Male
377005,27.0,Male
377006,64.0,Male
377007,28.0,Male
377008,37.0,Male
377009,75.0,Female
377010,54.0,Female
377012,32.0,Male
377013,39.0,Male
377014,45.0,Female
377015,55.0,Male
377016,40.0,Male
377017,41.0,Male
377018,37.0,Male
377019,34.0,Male
377020,54.0,Male
378001,52.0,Male
378002,28.0,Male
378003,62.0,Male
378004,62.0,Male
378005,30.0,Male
378006,66.0,Female
378007,71.0,Male
378008,40.0,Female
378009,32.0,Female
378010,30.0,Male
378011,84.0,Female
378012,50.0,Male
378013,30.0,Male
378014,30.0,Male
378015,34.0,Male
378016,41.0,Male
378018,38.0,Male
378019,51.0,Male
378020,31.0,Female
379001,54.0,Male
379002,42.0,Female
379003,34.0,Male
379004,56.0,Male
379005,43.0,Male
379006,43.0,Male
379007,58.0,Female
379008,32.0,Female
379009,46.0,Male
379010,45.0,Male
379011,25.0,Male
379012,38.0,Male
379013,42.0,Male
379014,51.0,Male
379015,58.0,Female
379016,48.0,Male
379017,65.0,Male
379018,59.0,Male
379019,43.0,Male
379020,39.0,Male
380001,32.0,Male
380002,35.0,Male
380003,38.0,Male
380004,70.0,Female
380005,40.0,Male
380006,30.0,Male
380007,24.0,Male
380008,40.0,Male
380009,24.0,Male
380010,47.0,Male
380011,44.0,Male
380012,54.0,Female
380013,37.0,Male
380014,68.0,Male
380015,32.0,Male
380016,45.0,Male
380017,35.0,Male
380018,45.0,Male
380019,32.0,Male
380020,31.0,Male
381001,39.0,Male
381002,31.0,Male
381003,77.0,Male
381004,50.0,Male
381005,31.0,Male
381006,53.0,Male
381007,28.0,Female
381008,44.0,Male
381009,42.0,Male
381010,38.0,Male
381011,32.0,Male
381012,47.0,Female
381013,39.0,Male
381014,38.0,Male
381015,39.0,Female
381016,44.0,Male
381019,27.0,Male
382001,40.0,Male
382002,29.0,Male
382003,28.0,Male
382004,39.0,Male
382005,37.0,Male
382006,36.0,Male
382007,53.0,Male
382008,53.0,Male
382009,31.0,Male
382010,33.0,Male
382011,24.0,Male
382012,34.0,Male
382013,29.0,Male
382014,54.0,Male
382015,44.0,Male
382016,52.0,Male
382017,42.0,Male
382018,24.0,Male
382019,29.0,Male
382020,88.0,Male
383001,61.0,Male
383002,40.0,Male
383003,28.0,Male
383004,43.0,Male
383005,37.0,Male
383006,50.0,Male
383007,42.0,Female
383008,79.0,Male
383010,38.0,Male
383011,33.0,Male
383012,30.0,Male
383013,32.0,Male
383014,39.0,Male
383015,44.0,Male
383017,36.0,Male
383018,41.0,Male
383019,25.0,Male
383020,33.0,Male
384001,63.0,Male
384002,39.0,Male
384003,49.0,Male
384004,57.0,Female
384005,39.0,Male
384006,31.0,Female
384007,36.0,Male
384009,61.0,Male
384010,56.0,Male
384011,48.0,Female
384012,47.0,Male
384013,59.0,Male
384014,61.0,Male
384016,28.0,Male
384017,32.0,Male
384018,45.0,Female
384019,38.0,Female
385001,61.0,Male
385002,53.0,Male
385003,38.0,Female
385004,50.0,Female
385005,81.0,Male
385007,51.0,Male
385008,81.0,Male
385009,56.0,Female
385010,27.0,Female
385011,27.0,Male
385012,63.0,Male
385013,27.0,Male
385014,34.0,Female
385015,35.0,Male
385016,47.0,Male
385017,64.0,Male
385018,34.0,Female
385019,27.0,Male
385020,28.0,Female
386001,56.0,Male
386002,68.0,Male
386003,42.0,Female
386004,49.0,Male
386005,50.0,Female
386006,53.0,Male
386007,40.0,Female
386008,48.0,Male
386009,42.0,Male
386010,61.0,Male
386011,64.0,Male
386012,54.0,Female
386014,48.0,Female
386015,39.0,Male
386016,25.0,Male
386017,55.0,Female
386018,78.0,Male
386019,37.0,Female
386020,49.0,Female
387001,57.0,Male
387002,55.0,Male
387003,46.0,Male
387004,42.0,Male
387005,48.0,Male
387006,31.0,Male
387007,95+,Male
387008,43.0,Male
387010,45.0,Male
387011,67.0,Female
387012,57.0,Male
387013,36.0,Male
387014,22.0,Female
387015,42.0,Male
387016,45.0,Male
387017,44.0,Male
387018,50.0,Male
387019,41.0,Female
387020,25.0,Male
388001,72.0,Female
388002,54.0,Male
388003,50.0,Female
388004,60.0,Male
388005,53.0,Male
388006,58.0,Male
388007,75.0,Male
388008,50.0,Male
388009,71.0,Female
388010,45.0,Male
388011,36.0,Male
388012,56.0,Male
388013,66.0,Male
388014,47.0,Male
388015,41.0,Female
388016,86.0,Male
388017,70.0,Male
388018,51.0,Male
388019,69.0,Female
388020,53.0,Male
389001,58.0,Male
389002,68.0,Female
389003,28.0,Male
389004,37.0,Male
389005,50.0,Male
389006,36.0,Female
389007,47.0,Male
389008,53.0,Female
389009,55.0,Male
389010,56.0,Male
389011,31.0,Male
389012,33.0,Male
389013,43.0,Male
389014,54.0,Male
389015,46.0,Male
389016,57.0,Female
389017,30.0,Female
389018,26.0,Male
389019,28.0,Male
389020,32.0,Female
390001,24.0,Male
390002,43.0,Male
390003,22.0,Female
390004,74.0,Female
390005,64.0,Female
390006,33.0,Male
390007,64.0,Male
390008,47.0,Female
390009,41.0,Male
390011,91.0,Male
390012,32.0,Male
390013,51.0,Male
390014,34.0,Male
390015,45.0,Male
390016,61.0,Male
390019,30.0,Male
390020,52.0,Female
391001,43.0,Female
391002,31.0,Male
391003,51.0,Male
391004,43.0,Female
391005,32.0,Female
391006,18.0,Female
391007,44.0,Male
391008,52.0,Male
391009,44.0,Male
391010,59.0,Female
391011,46.0,Male
391012,91.0,Female
391013,36.0,Female
391014,51.0,Female
391015,56.0,Female
391016,45.0,Male
391019,81.0,Female
391020,23.0,Female
392001,50.0,Male
392002,41.0,Male
392003,66.0,Male
392004,34.0,Male
392005,54.0,Female
392006,36.0,Male
392007,48.0,Male
392008,27.0,Male
392009,22.0,Male
392010,33.0,Male
392011,52.0,Male
392012,39.0,Female
392013,50.0,Male
392014,42.0,Male
392015,66.0,Male
392016,50.0,Male
392017,45.0,Male
392018,42.0,Male
392020,28.0,Male
393001,54.0,Male
393002,83.0,Male
393003,56.0,Male
393004,76.0,Male
393005,59.0,Male
393006,50.0,Female
393007,58.0,Male
393008,52.0,Female
393010,49.0,Female
393011,47.0,Female
393012,92.0,Female
393013,46.0,Female
393014,39.0,Male
393015,56.0,Female
393016,65.0,Female
393017,54.0,Male
393018,60.0,Female
393020,31.0,Male
394001,68.0,Male
394002,63.0,Male
394003,60.0,Female
394004,58.0,Male
394005,63.0,Female
394007,49.0,Male
394008,62.0,Female
394010,30.0,Female
394011,56.0,Male
394012,61.0,Female
394013,55.0,Male
394014,49.0,Female
394015,47.0,Male
394016,41.0,Female
394017,52.0,Male
394018,37.0,Female
394019,55.0,Male
394020,43.0,Female
395001,48.0,Female
395002,50.0,Male
395003,55.0,Male
395004,56.0,Male
395006,31.0,Male
395007,48.0,Male
395008,39.0,Female
395009,59.0,Male
395010,37.0,Male
395011,53.0,Male
395012,50.0,Male
395013,46.0,Male
395014,60.0,Male
395015,65.0,Male
395016,94.0,Female
395017,81.0,Male
395018,64.0,Female
395019,57.0,Male
395020,59.0,Male
396001,57.0,Male
396002,41.0,Male
396003,47.0,Male
396004,42.0,Male
396005,48.0,Male
396006,60.0,Male
396007,39.0,Female
396008,35.0,Male
396009,52.0,Male
396010,49.0,Female
396011,54.0,Male
396012,58.0,Male
396013,58.0,Female
396014,40.0,Male
396015,57.0,Female
396016,42.0,Male
396017,56.0,Male
396018,49.0,Male
396019,31.0,Male
396020,34.0,Male
397001,34.0,Male
397002,29.0,Male
397003,50.0,Male
397004,46.0,Male
397005,50.0,Male
397006,65.0,Female
397007,52.0,Male
397008,54.0,Male
397009,68.0,Female
397010,47.0,Male
397012,42.0,Female
397013,45.0,Female
397014,31.0,Male
397015,56.0,Male
397016,47.0,Male
397017,31.0,Male
397018,50.0,Female
397019,70.0,Male
397020,26.0,Female
398001,44.0,Male
398002,43.0,Male
398003,43.0,Female
398004,58.0,Female
398005,47.0,Male
398006,39.0,Male
398007,46.0,Male
398009,59.0,Male
398010,52.0,Male
398011,46.0,Male
398012,55.0,Male
398013,70.0,Female
398014,43.0,Male
398015,33.0,Male
398016,54.0,Male
398017,62.0,Male
398018,64.0,Male
398019,58.0,Male
399001,56.0,Male
399002,60.0,Male
399003,38.0,Male
399004,70.0,Male
399005,62.0,Male
399006,34.0,Male
399007,48.0,Female
399008,43.0,Male
399009,60.0,Male
399010,74.0,Male
399011,41.0,Male
399012,47.0,Male
399013,26.0,Male
399014,24.0,Male
399015,72.0,Female
399016,42.0,Male
399017,26.0,Male
399018,33.0,Male
399019,51.0,Male
399020,30.0,Male
400001,48.0,Female
400002,45.0,Male
400003,27.0,Male
400004,26.0,Male
400005,45.0,Male
400006,65.0,Female
400007,54.0,Male
400008,58.0,Male
400009,70.0,Female
400010,32.0,Male
400011,53.0,Female
400012,26.0,Male
400013,56.0,Female
400014,54.0,Male
400015,38.0,Male
400016,36.0,Male
400017,25.0,Male
400018,51.0,Male
400019,42.0,Female
400020,45.0,Male
401002,55.0,Female
401003,27.0,Male
401004,35.0,Male
401005,41.0,Male
401006,33.0,Female
401007,40.0,Male
401009,48.0,Male
401010,42.0,Female
401011,29.0,Male
401012,48.0,Female
401013,46.0,Male
401014,64.0,Male
401015,33.0,Male
401016,39.0,Male
401018,33.0,Male
401019,40.0,Male
401020,37.0,Male
402001,55.0,Male
402002,55.0,Male
402003,52.0,Male
402004,61.0,Male
402005,58.0,Male
402006,47.0,Male
402007,35.0,Male
402008,73.0,Female
402009,44.0,Male
402010,41.0,Male
402011,56.0,Male
402013,43.0,Male
402014,52.0,Male
402015,62.0,Male
402016,48.0,Female
402017,40.0,Male
402018,46.0,Male
402019,27.0,Male
402020,39.0,Female
403001,56.0,Male
403002,30.0,Female
403003,31.0,Male
403004,32.0,Female
403005,46.0,Male
403006,29.0,Male
403007,47.0,Female
403008,41.0,Female
403009,35.0,Male
403010,66.0,Female
403011,50.0,Male
403012,68.0,Male
403013,23.0,Male
403014,50.0,Female
403015,39.0,Female
403016,37.0,Male
403017,30.0,Male
403018,31.0,Female
403019,47.0,Male
404001,36.0,Male
404002,31.0,Male
404003,42.0,Male
404004,72.0,Female
404006,77.0,Female
404007,57.0,Male
404008,52.0,Male
404009,34.0,Female
404010,54.0,Female
404011,25.0,Male
404012,61.0,Male
