HHID,HHAGE,HHSEX
236010,36.0,Male
236011,70.0,Female
236012,74.0,Male
236013,62.0,Male
236014,77.0,Male
236015,39.0,Male
236016,36.0,Male
236017,57.0,Male
236018,59.0,Male
236019,80.0,Male
236020,61.0,Female
237001,54.0,Male
237002,49.0,Male
237003,51.0,Male
237004,46.0,Male
237005,73.0,Male
237006,51.0,Male
237007,58.0,Male
237008,47.0,Male
237009,70.0,Male
237010,67.0,Male
237011,67.0,Male
237012,62.0,Female
237013,54.0,Male
237014,54.0,Male
237015,83.0,Female
237016,45.0,Male
237017,52.0,Male
237018,51.0,Male
237019,42.0,Male
237020,44.0,Male
238001,60.0,Male
238002,58.0,Female
238003,40.0,Male
238004,85.0,Male
238005,70.0,Male
238006,59.0,Male
238007,64.0,Male
238008,56.0,Male
238009,76.0,Male
238010,76.0,Male
238011,33.0,Male
238012,47.0,Female
238013,47.0,Male
238014,67.0,Female
238015,79.0,Female
238016,52.0,Female
238017,71.0,Male
238018,72.0,Male
238019,38.0,Male
238020,75.0,Male
239001,68.0,Male
239002,48.0,Male
239003,80.0,Male
239004,53.0,Male
239005,43.0,Female
239006,50.0,Female
239007,83.0,Male
239008,76.0,Female
239009,41.0,Male
239010,71.0,Female
239011,41.0,Male
239012,62.0,Male
239013,64.0,Male
239014,66.0,Female
239015,43.0,Female
239016,63.0,Male
239017,69.0,Male
239018,55.0,Male
239019,50.0,Male
239020,61.0,Male
240001,40.0,Male
240002,71.0,Male
240003,39.0,Male
240004,78.0,Female
240005,52.0,Male
240006,55.0,Male
240007,37.0,Female
240008,52.0,Female
240009,57.0,Female
240010,51.0,Male
240011,67.0,Female
240012,48.0,Male
240013,29.0,Male
240014,60.0,Female
240015,64.0,Male
240016,62.0,Female
240017,46.0,Male
240019,67.0,Male
240020,38.0,Male
241001,58.0,Male
241002,58.0,Male
241003,50.0,Male
241004,58.0,Female
241005,36.0,Male
241006,52.0,Male
241007,75.0,Male
241008,47.0,Male
241009,44.0,Male
241010,31.0,Male
241011,53.0,Male
241012,62.0,Male
241013,40.0,Male
241014,43.0,Female
241015,54.0,Male
241016,62.0,Female
241017,65.0,Male
241018,43.0,Female
241019,80.0,Female
241020,73.0,Female
242001,29.0,Male
242002,69.0,Male
242003,66.0,Male
242004,48.0,Male
242005,49.0,Male
242006,49.0,Male
242007,55.0,Male
242008,41.0,Male
242009,33.0,Female
242010,55.0,Male
242011,52.0,Female
242012,58.0,Male
242013,63.0,Male
242014,50.0,Male
242015,52.0,Male
242016,37.0,Male
242017,53.0,Male
242018,51.0,Male
242019,63.0,Male
242020,23.0,Male
243001,62.0,Male
243002,80.0,Male
243003,66.0,Female
243004,74.0,Male
243005,57.0,Male
243006,62.0,Male
243007,60.0,Female
243008,43.0,Male
243009,83.0,Male
243010,56.0,Male
243011,42.0,Male
243012,36.0,Female
243013,44.0,Male
243015,49.0,Male
243017,51.0,Male
243018,41.0,Male
243019,70.0,Male
243020,55.0,Male
244001,54.0,Male
244002,41.0,Male
244003,30.0,Male
244004,61.0,Female
244005,40.0,Male
244006,70.0,Male
244007,61.0,Female
244008,57.0,Male
244010,57.0,Male
244011,37.0,Male
244012,55.0,Male
244013,51.0,Female
244014,32.0,Male
244015,72.0,Female
244016,37.0,Male
244017,35.0,Female
244018,38.0,Female
244019,59.0,Male
244020,84.0,Male
245002,52.0,Female
245003,39.0,Male
245004,54.0,Male
245005,77.0,Female
245006,34.0,Female
245007,80.0,Female
245008,63.0,Male
245010,34.0,Female
245012,49.0,Male
245013,62.0,Female
245014,92.0,Female
245015,58.0,Female
245016,66.0,Male
245017,48.0,Male
245018,69.0,Female
245019,62.0,Female
245020,82.0,Female
246002,83.0,Male
246003,33.0,Male
246004,38.0,Male
246005,38.0,Male
246006,39.0,Female
246007,62.0,Male
246008,71.0,Male
246009,51.0,Male
246010,40.0,Male
246011,63.0,Male
246012,52.0,Male
246013,52.0,Male
246014,87.0,Male
246015,60.0,Female
246016,55.0,Male
246017,66.0,Male
246018,83.0,Female
246019,48.0,Male
246020,40.0,Female
247001,60.0,Male
247002,51.0,Male
247003,38.0,Male
247005,57.0,Male
247006,48.0,Male
247007,53.0,Male
247008,57.0,Male
247009,45.0,Male
247010,62.0,Female
247011,70.0,Male
247012,68.0,Female
247013,33.0,Male
247014,47.0,Female
247015,54.0,Male
247016,65.0,Female
247017,63.0,Male
247018,55.0,Male
247019,56.0,Male
247020,37.0,Male
248001,65.0,Female
248002,54.0,Male
248003,62.0,Male
248004,79.0,Female
248005,61.0,Male
248006,45.0,Male
248008,64.0,Male
248009,58.0,Male
248010,62.0,Male
248011,88.0,Male
248012,52.0,Male
248013,40.0,Male
248014,56.0,Male
248015,36.0,Male
248016,55.0,Male
248017,70.0,Male
248018,60.0,Female
248019,57.0,Female
248020,60.0,Male
249001,40.0,Female
249002,62.0,Male
249003,65.0,Male
249004,48.0,Male
249005,73.0,Male
249006,48.0,Male
249007,52.0,Male
249008,36.0,Female
249009,53.0,Male
249010,65.0,Male
249011,83.0,Male
249012,63.0,Male
249013,85.0,Male
249014,66.0,Male
249015,59.0,Female
249016,89.0,Female
249017,60.0,Male
249018,34.0,Male
249019,44.0,Male
249020,65.0,Female
250001,55.0,Male
250002,41.0,Male
250003,55.0,Male
250004,35.0,Female
250005,40.0,Male
250006,59.0,Male
250007,60.0,Male
250009,70.0,Male
250010,72.0,Male
250011,71.0,Male
250012,43.0,Male
250013,64.0,Male
250014,39.0,Male
250015,39.0,Male
250016,36.0,Male
250017,53.0,Male
250018,84.0,Male
250019,64.0,Male
250020,72.0,Female
251002,29.0,Male
251004,73.0,Female
251006,54.0,Male
251007,48.0,Male
251009,48.0,Male
251010,46.0,Male
251011,58.0,Female
251012,66.0,Male
251013,54.0,Male
251014,47.0,Male
251015,30.0,Male
251016,74.0,Male
251017,41.0,Male
251018,63.0,Male
251019,49.0,Male
251020,56.0,Male
252001,55.0,Male
252002,34.0,Male
252003,58.0,Male
252004,56.0,Male
252005,34.0,Male
252006,33.0,Male
252007,29.0,Male
252008,60.0,Male
252009,57.0,Male
252010,33.0,Male
252011,35.0,Male
252012,42.0,Male
252013,70.0,Male
252014,62.0,Male
252015,86.0,Female
252016,72.0,Male
252017,55.0,Male
252018,51.0,Female
252019,46.0,Male
252020,62.0,Female
253001,67.0,Female
253002,41.0,Female
253003,67.0,Male
253004,49.0,Female
253005,73.0,Male
253006,41.0,Male
253007,51.0,Male
253008,46.0,Male
253009,39.0,Male
253010,76.0,Female
253011,72.0,Male
253012,46.0,Male
253013,56.0,Female
253014,47.0,Female
253015,45.0,Male
253016,33.0,Female
253017,43.0,Female
253018,38.0,Male
253019,65.0,Male
253020,35.0,Male
254001,37.0,Male
254002,52.0,Female
254003,78.0,Male
254004,74.0,Male
254005,49.0,Female
254006,60.0,Male
254007,41.0,Male
254008,73.0,Male
254009,50.0,Male
254010,34.0,Male
254011,36.0,Male
254012,83.0,Male
254013,36.0,Male
254015,40.0,Male
254016,36.0,Male
254017,50.0,Male
254018,35.0,Male
254019,54.0,Female
254020,66.0,Male
255001,49.0,Female
255002,61.0,Male
255004,72.0,Male
255005,37.0,Male
255006,84.0,Male
255007,41.0,Female
255008,62.0,Male
255009,57.0,Male
255010,33.0,Male
255011,61.0,Male
255012,41.0,Male
255013,68.0,Male
255014,42.0,Male
255015,31.0,Male
255016,62.0,Male
255017,35.0,Male
255018,73.0,Female
255019,65.0,Male
255020,59.0,Male
256001,37.0,Male
256002,43.0,Male
256003,87.0,Female
256005,35.0,Male
256006,63.0,Male
256007,44.0,Male
256008,48.0,Male
256010,59.0,Male
256011,45.0,Male
256012,64.0,Female
256013,53.0,Male
256014,50.0,Male
256015,58.0,Male
256016,43.0,Male
256017,60.0,Male
256018,28.0,Male
256020,52.0,Female
257001,66.0,Male
257002,89.0,Female
257003,80.0,Female
257005,66.0,Male
257006,70.0,Female
257007,75.0,Female
257008,64.0,Female
257009,72.0,Male
257011,79.0,Male
257012,65.0,Male
257013,43.0,Male
257014,78.0,Female
257015,67.0,Female
257016,45.0,Female
257017,65.0,Female
257018,78.0,Female
257019,62.0,Male
257020,52.0,Female
258001,61.0,Male
258002,32.0,Male
258003,95+,Female
258004,53.0,Male
258005,56.0,Female
258006,51.0,Male
258007,57.0,Male
258008,37.0,Male
258011,52.0,Female
258012,61.0,Male
258013,51.0,Male
258014,48.0,Male
258015,31.0,Male
258016,48.0,Male
258017,48.0,Male
258018,80.0,Male
258019,49.0,Male
258020,87.0,Male
259001,55.0,Male
259002,55.0,Female
259003,64.0,Male
259004,95+,Male
259005,85.0,Male
259006,64.0,Male
259007,67.0,Female
259008,63.0,Male
259009,66.0,Male
259010,70.0,Male
259011,55.0,Male
259012,65.0,Male
259013,65.0,Male
259014,52.0,Male
259015,75.0,Male
259016,61.0,Male
259017,61.0,Male
259018,32.0,Female
259019,54.0,Male
259020,30.0,Male
260001,45.0,Female
260002,28.0,Female
260003,47.0,Female
260004,61.0,Male
260005,50.0,Female
260006,65.0,Female
260007,73.0,Male
260008,47.0,Male
260009,68.0,Female
260010,52.0,Female
260011,61.0,Female
260012,39.0,Male
260013,58.0,Male
260014,52.0,Female
260015,83.0,Male
260016,71.0,Male
260017,79.0,Male
260018,66.0,Male
260019,37.0,Female
260020,54.0,Male
261001,40.0,Male
261002,52.0,Male
261003,61.0,Female
261004,80.0,Male
261005,62.0,Male
261006,66.0,Female
261008,61.0,Male
261009,58.0,Male
261010,62.0,Male
261011,91.0,Female
261012,94.0,Female
261013,76.0,Female
261014,72.0,Male
261015,58.0,Male
261016,77.0,Male
261017,36.0,Male
261018,50.0,Female
261019,41.0,Male
261020,34.0,Male
262001,47.0,Female
262002,69.0,Female
262003,83.0,Female
262004,30.0,Male
262005,45.0,Male
262006,88.0,Female
262007,48.0,Male
262008,84.0,Female
262009,61.0,Male
262010,51.0,Female
262011,50.0,Female
262012,38.0,Male
262013,29.0,Female
262014,70.0,Male
262015,39.0,Female
262016,59.0,Male
262017,43.0,Female
262018,37.0,Male
262020,66.0,Female
263001,68.0,Male
263002,35.0,Male
263003,46.0,Male
263004,40.0,Male
263005,29.0,Male
263006,64.0,Male
263007,58.0,Male
263008,54.0,Male
263009,47.0,Female
263010,55.0,Male
263011,74.0,Female
263012,42.0,Male
263013,88.0,Male
263014,64.0,Male
263015,72.0,Male
263016,60.0,Male
263017,68.0,Male
263018,30.0,Male
263019,31.0,Male
263020,41.0,Male
264001,34.0,Male
264002,56.0,Male
264003,68.0,Male
264004,63.0,Male
264005,73.0,Male
264006,56.0,Female
264007,62.0,Male
264008,68.0,Female
264009,78.0,Female
264010,59.0,Male
264011,62.0,Male
264012,61.0,Female
264013,42.0,Male
264014,82.0,Female
264015,58.0,Male
264016,58.0,Male
264017,50.0,Female
264018,57.0,Male
264019,38.0,Male
264020,63.0,Female
265001,19.0,Male
265002,36.0,Male
265003,62.0,Female
265004,55.0,Male
265005,43.0,Male
265006,68.0,Male
265007,91.0,Male
265008,62.0,Male
265009,91.0,Female
265010,46.0,Male
265011,68.0,Male
265012,42.0,Male
265013,35.0,Female
265014,49.0,Male
265015,56.0,Male
265016,71.0,Male
265017,43.0,Male
265018,35.0,Male
265019,65.0,Male
265020,29.0,Male
266001,60.0,Male
266002,55.0,Male
266003,63.0,Female
266004,61.0,Male
266005,30.0,Male
266006,70.0,Male
266007,63.0,Male
266008,60.0,Female
266009,66.0,Female
266010,27.0,Female
266011,49.0,Male
266012,60.0,Male
266014,62.0,Male
266015,63.0,Female
266016,60.0,Male
266017,61.0,Male
266018,32.0,Male
266019,63.0,Male
266020,67.0,Male
267001,53.0,Male
267002,38.0,Male
267003,35.0,Male
267004,30.0,Male
267005,65.0,Male
267006,71.0,Female
267007,37.0,Female
267008,52.0,Male
267009,56.0,Male
267010,28.0,Male
267011,24.0,Female
267012,56.0,Male
267013,80.0,Male
267014,47.0,Male
267015,37.0,Male
267016,58.0,Male
267017,46.0,Male
267018,62.0,Male
267019,74.0,Male
267020,39.0,Male
268001,62.0,Male
268002,72.0,Male
268003,52.0,Female
268004,74.0,Male
268005,61.0,Male
268006,72.0,Male
268008,63.0,Male
268009,57.0,Male
268010,88.0,Female
268011,28.0,Male
268012,50.0,Male
268013,35.0,Male
268014,52.0,Female
268015,54.0,Male
268016,76.0,Male
268017,50.0,Male
268018,72.0,Male
268019,64.0,Male
268020,64.0,Male
269001,49.0,Male
269002,46.0,Male
269003,36.0,Male
269004,47.0,Male
269005,63.0,Male
269006,74.0,Male
269007,74.0,Male
269008,37.0,Male
269009,28.0,Male
269010,53.0,Male
269011,70.0,Male
269012,56.0,Male
269013,64.0,Male
269014,51.0,Male
269015,27.0,Male
269016,55.0,Male
269017,58.0,Female
269018,53.0,Male
269019,43.0,Male
269020,85.0,Female
270001,63.0,Male
270002,48.0,Male
270003,49.0,Male
270004,84.0,Female
270005,39.0,Male
270006,48.0,Male
270007,61.0,Female
270008,60.0,Male
270009,64.0,Male
270010,65.0,Male
270011,69.0,Male
270012,88.0,Male
270013,58.0,Male
270014,36.0,Male
270015,55.0,Male
270016,59.0,Female
270017,73.0,Female
270018,74.0,Male
270019,62.0,Male
270020,53.0,Male
271001,64.0,Female
271002,52.0,Female
271003,60.0,Female
271005,46.0,Male
271006,24.0,Male
271007,67.0,Male
271008,48.0,Male
271009,60.0,Male
271010,55.0,Male
271011,56.0,Female
271012,45.0,Male
271013,50.0,Female
271014,78.0,Male
271015,39.0,Male
271016,59.0,Female
271017,27.0,Male
271018,85.0,Male
271019,32.0,Male
272001,69.0,Male
272002,36.0,Male
272003,21.0,Male
272004,52.0,Male
272005,43.0,Male
272006,40.0,Male
272007,54.0,Male
272008,47.0,Male
272009,31.0,Male
272010,74.0,Male
272011,33.0,Male
272012,54.0,Male
272013,42.0,Male
272014,53.0,Male
272015,31.0,Male
272016,32.0,Male
272018,26.0,Male
272019,35.0,Male
272020,27.0,Male
273001,37.0,Male
273002,71.0,Male
273003,58.0,Male
273004,41.0,Female
273005,26.0,Male
273006,40.0,Male
273007,30.0,Male
273008,41.0,Female
273009,55.0,Male
273010,30.0,Male
273011,29.0,Female
273012,27.0,Male
273013,38.0,Male
273014,77.0,Female
273015,41.0,Male
273016,59.0,Male
273017,29.0,Female
273018,41.0,Male
273019,65.0,Female
273020,47.0,Male
274001,35.0,Male
274002,38.0,Male
274003,30.0,Female
274004,38.0,Female
274005,42.0,Female
274006,69.0,Male
274007,45.0,Male
274009,43.0,Male
274010,22.0,Male
274011,40.0,Male
274012,38.0,Male
274013,58.0,Female
274014,71.0,Male
274015,37.0,Male
274016,40.0,Male
274017,36.0,Male
274018,41.0,Male
274019,38.0,Male
274020,39.0,Female
275001,68.0,Male
275002,49.0,Male
275003,33.0,Male
275004,42.0,Male
275005,36.0,Male
275006,65.0,Female
275007,42.0,Male
275008,40.0,Male
275009,38.0,Male
275010,30.0,Male
275011,51.0,Male
275012,46.0,Male
275013,50.0,Male
275014,39.0,Male
275015,51.0,Male
275016,61.0,Male
275017,53.0,Male
275018,34.0,Male
275019,49.0,Male
275020,38.0,Female
276001,62.0,Male
276002,51.0,Male
276003,38.0,Male
276004,33.0,Male
276005,45.0,Male
276006,31.0,Male
276007,56.0,Male
276008,40.0,Male
276009,42.0,Male
276010,59.0,Female
276011,26.0,Male
276012,66.0,Male
276013,40.0,Male
276014,75.0,Female
276015,58.0,Male
276016,54.0,Male
276017,56.0,Female
276018,56.0,Female
276019,61.0,Female
276020,60.0,Female
277001,59.0,Male
277002,27.0,Female
277003,45.0,Male
277004,44.0,Male
277005,87.0,Male
277006,57.0,Male
277007,64.0,Male
277008,57.0,Female
277009,37.0,Male
277010,45.0,Male
277011,49.0,Male
277012,54.0,Male
277013,38.0,Male
277014,42.0,Female
277015,29.0,Male
277016,53.0,Male
277017,46.0,Male
277018,66.0,Male
277019,60.0,Male
278001,69.0,Male
278002,44.0,Male
278003,86.0,Male
278004,37.0,Male
278005,69.0,Female
278006,64.0,Female
278007,55.0,Male
278008,59.0,Female
278009,44.0,Male
278010,57.0,Female
278011,72.0,Female
278012,59.0,Male
278013,68.0,Male
278014,65.0,Female
278015,49.0,Male
278016,70.0,Female
278017,57.0,Male
278018,39.0,Male
278019,47.0,Female
278020,19.0,Female
279001,46.0,Male
279002,47.0,Female
279003,41.0,Male
279004,42.0,Male
279005,61.0,Female
279006,50.0,Male
279007,62.0,Male
279008,51.0,Female
279009,52.0,Male
279010,63.0,Female
279011,67.0,Female
279012,62.0,Female
279013,49.0,Male
279014,70.0,Male
279015,36.0,Male
279016,30.0,Male
279017,42.0,Male
279018,39.0,Male
279019,33.0,Male
279020,79.0,Female
280001,80.0,Male
280002,31.0,Male
280003,54.0,Male
280004,48.0,Male
280005,50.0,Male
280006,51.0,Female
280007,49.0,Female
280008,64.0,Male
280009,44.0,Male
280010,40.0,Male
280011,33.0,Male
280012,61.0,Female
280013,44.0,Male
280014,67.0,Male
280015,57.0,Female
280016,44.0,Male
280017,76.0,Male
280018,58.0,Female
280019,83.0,Female
280020,75.0,Male
281001,74.0,Male
281002,70.0,Male
281003,72.0,Female
281004,36.0,Male
281005,70.0,Female
281006,51.0,Male
281007,63.0,Male
281008,60.0,Male
281009,70.0,Male
281010,72.0,Female
281011,42.0,Male
281012,46.0,Male
281013,50.0,Male
281014,39.0,Male
281015,70.0,Male
281016,39.0,Male
281017,32.0,Female
281018,79.0,Male
281020,39.0,Female
282001,36.0,Male
282002,37.0,Male
282003,50.0,Female
282004,39.0,Female
282005,37.0,Female
282006,51.0,Male
282007,42.0,Male
282008,59.0,Male
282009,77.0,Male
282010,52.0,Male
282011,40.0,Male
282012,39.0,Male
282013,57.0,Female
282014,46.0,Male
282015,28.0,Male
282016,41.0,Male
282017,64.0,Male
282018,74.0,Female
282019,48.0,Male
282020,32.0,Female
283001,77.0,Male
283002,53.0,Female
283003,86.0,Female
283004,45.0,Male
283005,87.0,Female
283006,57.0,Male
283007,70.0,Female
283008,42.0,Female
283009,88.0,Female
283010,74.0,Male
283011,58.0,Male
283012,86.0,Female
283013,54.0,Male
283014,58.0,Male
283015,71.0,Male
283016,65.0,Female
283017,49.0,Male
283018,47.0,Male
283019,43.0,Male
283020,58.0,Male
284002,64.0,Male
284003,58.0,Male
284004,57.0,Female
284005,41.0,Female
284006,73.0,Male
284007,62.0,Male
284008,54.0,Male
284009,50.0,Female
284010,51.0,Male
284011,64.0,Male
284012,61.0,Male
284013,87.0,Male
284014,75.0,Female
284015,59.0,Male
284016,62.0,Male
284017,80.0,Male
284018,62.0,Male
284019,71.0,Male
284020,37.0,Male
285001,58.0,Male
285002,41.0,Male
285003,62.0,Male
285004,31.0,Male
285005,65.0,Male
285006,54.0,Male
285007,55.0,Female
285008,54.0,Female
285009,84.0,Male
285010,30.0,Male
285011,53.0,Male
285012,27.0,Female
285013,43.0,Male
285014,74.0,Female
285015,59.0,Male
285016,58.0,Male
285017,75.0,Female
285018,52.0,Male
285019,64.0,Male
285020,55.0,Male
286001,69.0,Male
286002,35.0,Male
286003,73.0,Male
286004,46.0,Male
286005,54.0,Male
286006,43.0,Female
286007,31.0,Female
286008,80.0,Female
286009,69.0,Female
286010,65.0,Female
286012,50.0,Male
286013,33.0,Female
286014,68.0,Female
286015,50.0,Female
286016,48.0,Male
286017,72.0,Female
286018,42.0,Male
286019,70.0,Female
286020,49.0,Female
287001,53.0,Male
287002,55.0,Male
287003,53.0,Male
287004,62.0,Male
287005,47.0,Male
287006,73.0,Male
287007,54.0,Male
287008,68.0,Male
287009,46.0,Male
287010,83.0,Male
287011,37.0,Male
287012,56.0,Male
287014,43.0,Male
287015,42.0,Male
287016,34.0,Male
287017,29.0,Male
287018,31.0,Male
287019,31.0,Male
287020,32.0,Male
288001,57.0,Female
288002,52.0,Male
288003,62.0,Female
288004,53.0,Male
288005,52.0,Female
288006,64.0,Male
288007,58.0,Female
288008,48.0,Female
288009,65.0,Male
288010,47.0,Female
288011,50.0,Male
288012,79.0,Female
288013,66.0,Male
288014,78.0,Male
288015,25.0,Male
288016,47.0,Female
288017,57.0,Female
288018,82.0,Female
288019,84.0,Female
289001,67.0,Male
289002,82.0,Female
289003,40.0,Male
289004,55.0,Female
289005,46.0,Female
289006,56.0,Male
289007,59.0,Female
289008,64.0,Male
289009,66.0,Male
289010,60.0,Female
289011,39.0,Male
289012,66.0,Male
289013,95+,Male
289014,75.0,Male
289015,56.0,Female
289016,73.0,Female
289017,34.0,Female
289018,38.0,Male
289020,37.0,Male
290001,67.0,Female
290002,60.0,Male
290003,56.0,Female
290004,26.0,Female
290005,20.0,Female
290006,21.0,Male
290007,26.0,Female
290008,59.0,Female
290009,47.0,Male
290010,74.0,Male
290011,55.0,Female
290012,18.0,Male
290013,62.0,Male
290014,54.0,Male
290015,52.0,Female
290016,59.0,Female
290017,24.0,Female
290018,24.0,Male
290019,25.0,Male
290020,57.0,Female
291001,38.0,Male
291002,31.0,Male
291003,39.0,Male
291004,38.0,Male
291005,39.0,Male
291006,54.0,Male
291007,50.0,Male
291008,23.0,Male
291009,30.0,Male
291010,29.0,Male
291011,60.0,Male
291012,51.0,Male
291013,26.0,Male
291014,25.0,Male
291015,25.0,Male
291016,48.0,Male
291017,50.0,Male
291018,25.0,Male
291019,42.0,Male
291020,48.0,Male
292001,43.0,Male
292002,29.0,Male
292003,28.0,Male
292004,45.0,Female
292005,58.0,Female
292006,41.0,Male
292007,39.0,Male
292008,35.0,Male
292009,20.0,Female
292010,36.0,Male
292011,73.0,Male
292012,26.0,Male
292013,43.0,Male
292014,41.0,Male
292015,45.0,Male
292016,28.0,Male
292017,40.0,Male
292018,44.0,Male
292019,23.0,Male
292020,28.0,Male
293001,49.0,Male
293002,35.0,Male
293003,80.0,Male
293004,50.0,Male
293005,35.0,Male
293006,39.0,Male
293008,31.0,Male
293009,46.0,Male
293010,78.0,Female
293011,47.0,Male
293012,50.0,Male
293013,35.0,Male
293014,43.0,Male
293015,33.0,Male
293016,50.0,Male
293017,43.0,Male
293018,28.0,Female
293019,43.0,Female
293020,39.0,Male
294001,65.0,Male
294002,36.0,Female
294003,75.0,Female
294004,45.0,Female
294005,76.0,Male
294007,64.0,Female
294008,74.0,Female
294009,76.0,Male
294010,71.0,Male
294011,71.0,Male
294012,51.0,Male
294013,68.0,Male
294014,50.0,Male
294015,46.0,Male
294016,33.0,Male
294017,39.0,Female
294018,34.0,Female
294019,58.0,Male
294020,44.0,Female
295001,57.0,Male
295002,51.0,Female
295003,52.0,Male
295006,28.0,Male
295007,45.0,Male
295009,47.0,Male
295010,43.0,Male
295011,23.0,Female
295013,57.0,Male
295014,66.0,Male
295015,29.0,Male
295016,28.0,Male
295017,24.0,Male
295018,30.0,Female
295019,25.0,Male
295020,21.0,Male
296001,63.0,Female
296002,48.0,Male
296003,65.0,Female
296004,45.0,Male
296005,39.0,Male
296006,71.0,Female
296008,53.0,Male
296009,41.0,Male
296010,34.0,Male
296011,59.0,Male
296012,31.0,Female
296013,38.0,Male
296014,39.0,Male
296015,45.0,Female
296016,27.0,Female
296017,45.0,Male
296018,39.0,Male
296019,76.0,Male
296020,35.0,Male
297001,72.0,Male
297002,80.0,Male
297003,59.0,Male
297004,41.0,Male
297005,57.0,Female
297006,68.0,Female
297007,41.0,Male
297008,42.0,Male
